block,t_hr,h_B,h_L,h_D,tau,hunger,stage_idx,eligible,w,eta_t,lam,alpha0_hunger,q,fired,choice_idx0,choice_name,duration_blocks,appeal_big_e_cook,eta_k_big_e_cook,cost_big_e_cook,hunger_term_big_e_cook,prob_big_e_cook,appeal_small_e_cook,eta_k_small_e_cook,cost_small_e_cook,hunger_term_small_e_cook,prob_small_e_cook,appeal_quick_e_snack,eta_k_quick_e_snack,cost_quick_e_snack,hunger_term_quick_e_snack,prob_quick_e_snack,appeal_big_wood_cook,eta_k_big_wood_cook,cost_big_wood_cook,hunger_term_big_wood_cook,prob_big_wood_cook,appeal_small_wood,eta_k_small_wood,cost_small_wood,hunger_term_small_wood,prob_small_wood,appeal_cold_no_cook,eta_k_cold_no_cook,cost_cold_no_cook,hunger_term_cold_no_cook,prob_cold_no_cook
225,18.75,4,3,0,6.66666666666666,0.33333333333333304,2,True,1.6936894356811507,0.0,0.0,0.13333333333333322,0.12921100076352018,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,18.8333,4,3,0,6.749999999999993,0.3374999999999997,2,True,1.6107747638917944,0.0,0.0,0.13499999999999987,0.1277128624982222,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,18.9167,4,3,0,6.833333333333326,0.34166666666666634,2,True,1.5056019298045937,0.0,0.0,0.13666666666666655,0.12567650840915845,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,19.0,4,3,0,6.916666666666659,0.345833333333333,2,True,1.3791112200782347,0.0,0.0,0.1383333333333332,0.12302428047157306,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,19.0833,4,3,0,6.999999999999992,0.34999999999999964,2,True,1.2324260337324011,0.0,0.0,0.13999999999999987,0.11966577495679293,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,19.1667,4,3,0,7.083333333333325,0.3541666666666663,2,True,1.066835732138629,0.0,0.0,0.14166666666666652,0.11550507877668494,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,19.25,4,3,0,7.166666666666658,0.35833333333333295,2,True,0.8837763298906331,0.0,0.0,0.14333333333333317,0.11045327402686793,True,3.0,big_wood_cook,13.0,0.3494211403367493,0.0,-0.40924653675492684,0.28666666666666635,0.2019890834762998,0.22444424977632726,0.0,-0.16369861470197072,0.0,0.17107773067503398,0.17342518708729382,0.0,-0.05456620490065692,0.0,0.18131418690324114,-0.3241332923634561,0.0,-0.0,0.28666666666666635,0.15507451724295288,-0.24461353459903493,0.0,-0.0,0.0,0.12606010901822884,0.021443183316919592,0.0,-0.0,0.0,0.1644843726842434
232,19.3333,4,3,4,0.0,0.0,2,False,0.6848094139667911,0.0,0.0,0.0,0.09972168931094039,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,19.4167,4,3,4,0.08333333333333333,0.004166666666666667,2,False,0.47159970903567494,0.0,0.0,0.0016666666666666668,0.09242348576442554,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,19.5,4,3,4,0.16666666666666666,0.008333333333333333,2,False,0.24589172626954525,0.0,0.0,0.0033333333333333335,0.08429786286910128,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,19.5833,4,3,4,0.25,0.0125,2,False,0.009485941349631766,0.0,0.0,0.005000000000000001,0.07554321330154146,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,19.6667,4,3,4,0.3333333333333333,0.016666666666666666,2,False,-0.23578505545037398,0.0,0.0,0.006666666666666667,0.06644545047759962,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,19.75,4,3,4,0.41666666666666663,0.020833333333333332,2,False,-0.48808000771502424,0.0,0.0,0.008333333333333333,0.0573467919255954,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,19.8333,4,3,4,0.49999999999999994,0.024999999999999998,2,False,-0.7455716339593135,0.0,0.0,0.01,0.048595989525374465,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,19.9167,4,3,4,0.5833333333333333,0.029166666666666664,2,False,-1.0064680878569554,0.0,0.0,0.011666666666666665,0.04049471263415103,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,20.0,4,3,4,0.6666666666666666,0.03333333333333333,2,False,-1.2690329043426622,0.0,0.0,0.013333333333333334,0.03325726130244981,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,20.0833,4,3,4,0.75,0.037500000000000006,2,False,-1.5316031448078817,0.0,0.0,0.015000000000000003,0.026994340251616348,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,20.1667,4,3,4,0.8333333333333334,0.04166666666666667,2,False,-1.7926055058813803,0.0,0.0,0.01666666666666667,0.021720799487926372,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,20.25,4,3,4,0.9166666666666667,0.04583333333333334,2,False,-2.050570210710693,0.0,0.0,0.018333333333333337,0.017378938201610374,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,20.3333,4,3,4,1.0,0.05,2,False,-2.3041425576066588,0.0,0.0,0.020000000000000004,0.01386672155419106,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,20.4167,4,3,4,1.0833333333333333,0.05416666666666667,2,False,-2.5520920567887817,0.0,0.0,0.021666666666666667,0.01106288723978236,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,20.5,4,3,4,1.1666666666666665,0.05833333333333333,2,False,-2.7933191402728355,0.0,0.0,0.02333333333333333,0.0088451701561946,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,20.5833,4,3,4,1.2499999999999998,0.06249999999999999,2,False,-3.0268594813086964,0.0,0.0,0.024999999999999998,0.007101290802409416,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,20.6667,4,3,4,1.333333333333333,0.06666666666666665,2,False,-3.2518860070098334,0.0,0.0,0.02666666666666666,0.005734143993254085,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,20.75,4,3,4,1.4166666666666663,0.07083333333333332,2,False,-3.4677087299209948,0.0,0.0,0.02833333333333333,0.004663093837531652,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,20.8333,4,3,4,1.4999999999999996,0.07499999999999998,2,False,-3.673772560472098,0.0,0.0,0.029999999999999995,0.0038230380047117223,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,20.9167,4,3,4,1.5833333333333328,0.07916666666666665,2,False,-3.869653292016439,0.0,0.0,0.03166666666666666,0.0031624289632196005,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,21.0,4,3,4,1.666666666666666,0.08333333333333331,2,False,-4.055051973134234,0.0,0.0,0.033333333333333326,0.0026409883591903033,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,21.0833,4,3,4,1.7499999999999993,0.08749999999999997,2,False,-4.229787898006931,0.0,0.0,0.03499999999999999,0.0022275134970199395,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,21.1667,4,3,4,1.8333333333333326,0.09166666666666663,2,False,-4.393790455050628,0.0,0.0,0.03666666666666665,0.0018979564060046844,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,21.25,4,3,4,1.9166666666666659,0.0958333333333333,2,False,-4.54709007694523,0.0,0.0,0.03833333333333332,0.001633829425202953,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,21.3333,4,3,4,1.9999999999999991,0.09999999999999996,2,False,-4.689808532180712,0.0,0.0,0.03999999999999999,0.0014209259963893302,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,21.4167,4,3,4,2.0833333333333326,0.10416666666666663,2,False,-4.822148789867228,0.0,0.0,0.04166666666666666,0.0012483169892839481,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,21.5,4,3,4,2.166666666666666,0.10833333333333331,2,False,-4.944384676529573,0.0,0.0,0.04333333333333333,0.0011075747596673946,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,21.5833,4,3,4,2.2499999999999996,0.11249999999999999,2,False,-5.056850526708003,0.0,0.0,0.045,0.0009921790120438847,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,21.6667,4,3,4,2.333333333333333,0.11666666666666665,2,False,-5.159931009233645,0.0,0.0,0.04666666666666666,0.0008970645715969252,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,21.75,4,3,4,2.4166666666666665,0.12083333333333333,2,False,-5.254051288864816,0.0,0.0,0.04833333333333334,0.0008182782969176314,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,21.8333,4,3,4,2.5,0.125,2,False,-5.339667659369259,0.0,0.0,0.05,0.0007527191271567086,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,21.9167,4,3,4,2.5833333333333335,0.12916666666666668,2,False,-5.417258759882489,0.0,0.0,0.05166666666666667,0.0006979410759105764,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,22.0,4,3,4,2.666666666666667,0.13333333333333336,2,False,-5.4873174621678045,0.0,0.0,0.053333333333333344,0.0006520037271521824,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,22.0833,4,3,4,2.7500000000000004,0.13750000000000004,2,False,-5.550343492875217,0.0,0.0,0.05500000000000002,0.0006133585285769115,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,22.1667,4,3,4,2.833333333333334,0.1416666666666667,2,False,-5.606836832580193,0.0,0.0,0.05666666666666668,0.0005807620645108743,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,22.25,4,3,4,2.9166666666666674,0.14583333333333337,2,False,-5.657291912718732,0.0,0.0,0.05833333333333335,0.0005532096875245428,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,22.3333,4,3,4,3.000000000000001,0.15000000000000005,2,False,-5.702192612863682,0.0,0.0,0.060000000000000026,0.0005298845445522983,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,22.4167,4,3,4,3.0833333333333344,0.15416666666666673,2,False,-5.742008044350269,0.0,0.0,0.061666666666666696,0.0005101182752409218,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,22.5,4,3,4,3.166666666666668,0.1583333333333334,2,False,-5.777189092205283,0.0,0.0,0.06333333333333337,0.0004933605881118268,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,22.5833,4,3,4,3.2500000000000013,0.1625000000000001,2,False,-5.808165675725231,0.0,0.0,0.06500000000000004,0.00047915561227915786,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,22.6667,4,3,4,3.333333333333335,0.16666666666666674,2,False,-5.8353446788675996,0.0,0.0,0.0666666666666667,0.000467123438748621,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,22.75,4,3,4,3.4166666666666683,0.17083333333333342,2,False,-5.85910849478184,0.0,0.0,0.06833333333333337,0.00045694565083590464,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,22.8333,4,3,4,3.5000000000000018,0.1750000000000001,2,False,-5.879814124173234,0.0,0.0,0.07000000000000005,0.0004483539317038845,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,22.9167,4,3,4,3.5833333333333353,0.17916666666666678,2,False,-5.897792764579381,0.0,0.0,0.07166666666666671,0.0004411210534829611,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,23.0,4,3,4,3.6666666666666687,0.18333333333333346,-1,False,-5.91334982682998,0.0,0.0,0.07333333333333339,0.00043505371546365633,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,23.0833,4,3,4,3.750000000000002,0.1875000000000001,-1,False,-5.92676531571898,0.0,0.0,0.07500000000000005,0.0004299868221431719,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,23.1667,4,3,4,3.8333333333333357,0.1916666666666668,-1,False,-5.938294513996932,0.0,0.0,0.07666666666666672,0.00042577888558284504,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,23.25,4,3,4,3.916666666666669,0.19583333333333347,-1,False,-5.948168911941877,0.0,0.0,0.0783333333333334,0.00042230830805228836,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,23.3333,4,3,4,4.000000000000003,0.20000000000000015,-1,False,-5.956597328747844,0.0,0.0,0.08000000000000007,0.0004194703558046971,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,23.4167,4,3,4,4.083333333333336,0.2041666666666668,-1,False,-5.963767176552165,0.0,0.0,0.08166666666666672,0.0004171746771159156,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,23.5,4,3,4,4.166666666666669,0.20833333333333345,-1,False,-5.969845822896359,0.0,0.0,0.08333333333333338,0.00041534325044292414,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,23.5833,4,3,4,4.250000000000002,0.2125000000000001,-1,False,-5.974982012591902,0.0,0.0,0.08500000000000005,0.00041390867395900655,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,23.6667,4,3,4,4.333333333333335,0.21666666666666676,-1,False,-5.979307315177838,0.0,0.0,0.08666666666666671,0.0004128127274815247,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,23.75,4,3,4,4.416666666666668,0.2208333333333334,-1,False,-5.982937569273597,0.0,0.0,0.08833333333333337,0.00041200515318915956,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,23.8333,4,3,4,4.500000000000001,0.22500000000000006,-1,False,-5.985974300034576,0.0,0.0,0.09000000000000002,0.0004114426134907422,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,23.9167,4,3,4,4.583333333333334,0.2291666666666667,-1,False,-5.988506090522145,0.0,0.0,0.09166666666666669,0.00041108779369659714,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
